user_id,day,chronotype,weekday,alarm_hour,alarm_minute,alarm_hour_with_snooze,alarm_minute_with_snooze,sleep_duration_hours,screen_time_before_bed_min,smart_sleep_meter,stress_level,sleep_quality,exercise_done,nap_duration_min,snooze_count,next_day_smart_sleep,snooze_time_min,optimal_alarm_hour,optimal_alarm_minute,mood
9,22,standard,0,6,6,6,16,7.4,77,2.3,8.8,5.8,1,46,1,3.9,10,5,6,sad
9,23,standard,1,6,34,6,44,4.0,85,3.9,9.3,5.1,0,44,1,2.7,10,6,34,sad
9,24,standard,2,6,29,6,29,6.7,88,2.7,9.7,5.2,0,6,0,2.4,0,5,29,sad
9,25,standard,3,6,32,6,32,6.7,80,2.4,9.9,6.0,1,48,0,4.3,0,7,32,sad
9,26,standard,4,6,13,6,13,6.7,90,4.3,10.0,9.1,1,38,0,3.5,0,6,13,neutral
9,27,standard,5,7,51,8,1,7.2,90,3.5,10.0,7.5,0,53,1,3.1,10,6,51,neutral
9,28,standard,6,7,35,7,35,7.4,81,3.1,9.9,7.5,0,0,0,3.5,0,8,35,sad
9,29,standard,0,6,14,6,34,8.4,74,3.5,10.0,7.2,0,40,2,1.1,20,5,14,sad
10,1,late,0,8,26,8,26,7.4,49,5.8,5.4,7.7,1,38,0,3.9,0,8,26,neutral
10,2,late,1,8,30,8,30,8.1,49,3.9,5.1,5.3,1,11,0,3.9,0,7,30,sad
10,3,late,2,8,11,8,21,7.0,40,3.9,5.1,7.0,1,17,1,4.0,10,9,11,sad
10,4,late,3,8,7,8,17,7.1,39,4.0,4.8,5.6,1,10,1,4.9,10,9,7,sad
10,5,late,4,8,4,8,4,6.8,49,4.9,5.0,8.4,0,58,0,4.9,0,8,4,happy
10,6,late,5,9,25,9,25,6.8,47,4.9,4.8,5.7,1,3,0,6.5,0,9,25,neutral
10,7,late,6,9,8,9,28,7.1,45,6.5,5.3,9.0,1,45,2,3.7,20,9,8,neutral
10,8,late,0,8,53,9,13,6.7,46,3.7,5.6,6.1,1,14,2,5.5,20,7,53,sad
10,9,late,1,8,44,8,44,7.2,49,5.5,6.0,5.5,1,19,0,3.6,0,8,44,neutral
10,10,late,2,8,29,8,29,5.2,49,3.6,4.9,5.3,1,31,0,2.2,0,7,29,neutral
10,11,late,3,8,23,8,23,7.0,42,2.2,5.2,4.1,1,46,0,4.6,0,7,23,sad
10,12,late,4,8,12,8,32,6.3,35,4.6,5.0,7.1,0,22,2,4.6,20,8,12,sad
10,13,late,5,9,41,9,51,6.3,31,4.6,4.8,7.8,0,21,1,4.9,10,9,41,neutral
10,14,late,6,9,37,9,37,5.0,35,4.9,4.7,5.9,1,27,0,5.9,0,9,37,neutral
10,15,late,0,8,43,8,43,6.8,38,5.9,5.4,6.1,0,25,0,2.6,0,8,43,neutral
10,16,late,1,8,14,8,24,6.6,31,2.6,6.1,6.3,1,21,1,4.1,10,7,14,sad
10,17,late,2,8,25,8,35,6.7,39,4.1,6.5,8.3,0,50,1,3.0,10,7,25,happy
10,18,late,3,8,45,8,55,7.2,37,3.0,6.2,6.6,1,49,1,4.0,10,7,45,sad
10,19,late,4,8,54,9,14,8.7,31,4.0,6.2,6.2,0,6,2,4.5,20,7,54,neutral
10,20,late,5,9,51,10,11,7.6,39,4.5,6.3,7.2,0,38,2,4.3,20,9,51,happy
10,21,late,6,9,9,9,9,7.2,30,4.3,6.6,9.1,1,33,0,5.2,0,10,9,happy
10,22,late,0,8,9,8,29,5.8,37,5.2,6.5,8.0,1,39,2,4.7,20,8,9,sad
10,23,late,1,8,44,8,44,6.6,31,4.7,6.0,5.6,1,39,0,3.4,0,8,44,neutral
10,24,late,2,8,24,8,24,7.1,23,3.4,6.4,5.0,1,37,0,5.2,0,9,24,neutral
10,25,late,3,8,59,8,59,5.7,17,5.2,6.3,6.9,1,6,0,3.7,0,8,59,neutral
10,26,late,4,8,46,9,6,8.0,24,3.7,6.2,5.5,0,28,2,5.5,20,7,46,neutral
10,27,late,5,9,10,9,10,8.3,21,5.5,6.5,8.4,0,58,0,4.5,0,9,10,sad
10,28,late,6,9,44,9,44,7.2,14,4.5,6.3,9.0,1,13,0,4.1,0,9,44,neutral
10,29,late,0,8,52,9,12,6.7,19,4.1,5.8,6.4,1,50,2,4.3,20,7,52,neutral
11,1,standard,0,6,28,6,28,7.8,40,3.7,2.8,5.9,1,4,0,5.1,0,5,28,neutral
11,2,standard,1,6,49,6,49,9.4,43,5.1,3.3,5.2,0,6,0,7.9,0,6,49,neutral
11,3,standard,2,6,54,7,4,8.0,47,7.9,3.4,7.8,0,35,1,5.0,10,6,54,neutral
11,4,standard,3,6,0,6,0,8.3,52,5.0,2.4,5.8,1,11,0,6.3,0,6,0,neutral
11,5,standard,4,6,25,6,25,8.5,60,6.3,2.4,8.5,1,37,0,5.9,0,6,25,happy
11,6,standard,5,7,12,7,12,7.7,50,5.9,2.5,7.1,0,12,0,4.8,0,7,12,sad
11,7,standard,6,7,18,7,18,8.4,51,4.8,2.9,4.9,0,47,0,8.4,0,7,18,neutral
11,8,standard,0,6,45,6,45,7.8,60,8.4,2.9,7.9,0,39,0,8.0,0,6,45,happy
11,9,standard,1,6,17,6,27,7.8,70,8.0,3.0,8.6,0,35,1,5.0,10,6,17,happy
11,10,standard,2,6,3,6,3,8.5,60,5.0,3.2,8.5,0,36,0,4.4,0,6,3,neutral
11,11,standard,3,6,26,6,36,7.1,61,4.4,3.2,7.8,1,16,1,5.2,10,5,26,neutral
11,12,standard,4,6,27,6,27,7.2,64,5.2,3.7,8.4,1,10,0,5.7,0,6,27,sad
11,13,standard,5,7,29,7,39,9.8,69,5.7,4.5,7.8,1,47,1,4.4,10,7,29,sad
11,14,standard,6,7,17,7,27,8.0,71,4.4,4.2,6.9,0,10,1,5.7,10,6,17,happy
11,15,standard,0,6,35,6,35,8.2,64,5.7,4.5,7.6,0,11,0,4.8,0,6,35,sad
11,16,standard,1,6,10,6,20,5.8,58,4.8,5.0,8.2,1,42,1,4.9,10,6,10,happy
11,17,standard,2,6,19,6,39,8.4,49,4.9,5.2,6.3,1,37,2,1.3,20,6,19,happy
11,18,standard,3,6,13,6,23,8.7,57,1.3,5.9,2.6,1,30,1,3.6,10,7,13,neutral
11,19,standard,4,6,54,6,54,8.2,50,3.6,7.1,4.6,1,26,0,3.7,0,7,54,sad
11,20,standard,5,7,31,7,41,9.1,45,3.7,7.3,6.5,1,4,1,4.3,10,8,31,sad
11,21,standard,6,7,40,7,40,7.0,50,4.3,7.2,7.9,1,3,0,5.4,0,6,40,neutral
11,22,standard,0,6,1,6,11,7.5,55,5.4,7.2,7.4,1,15,1,4.6,10,6,1,sad
11,23,standard,1,6,29,6,59,9.0,51,4.6,7.3,7.3,1,0,3,2.3,30,7,29,neutral
11,24,standard,2,6,14,6,34,7.5,55,2.3,7.6,5.5,1,46,2,5.1,20,5,14,sad
11,25,standard,3,6,16,6,16,8.6,64,5.1,8.5,6.9,1,42,0,1.8,0,6,16,neutral
11,26,standard,4,6,55,6,55,5.7,69,1.8,8.8,5.8,0,59,0,4.1,0,7,55,neutral
11,27,standard,5,7,48,7,58,8.8,65,4.1,9.1,6.4,1,14,1,2.8,10,6,48,happy
11,28,standard,6,7,28,7,58,6.7,69,2.8,9.1,6.7,1,26,3,3.2,30,8,28,sad
11,29,standard,0,6,58,6,58,8.3,69,3.2,9.1,4.7,1,6,0,2.6,0,5,58,neutral
12,1,late,0,9,9,9,9,5.9,36,5.1,4.6,7.4,1,12,0,4.9,0,10,9,sad
12,2,late,1,9,46,9,46,7.5,38,4.9,4.7,6.3,1,38,0,6.9,0,10,46,neutral
12,3,late,2,9,15,9,15,7.1,28,6.9,4.4,8.5,1,29,0,4.6,0,9,15,neutral
12,4,late,3,9,55,10,5,6.5,19,4.6,4.4,7.6,1,59,1,4.5,10,8,55,neutral
12,5,late,4,9,29,9,29,6.5,13,4.5,4.6,6.5,1,8,0,7.1,0,8,29,neutral
12,6,late,5,10,31,10,31,5.9,3,7.1,4.1,8.7,0,59,0,3.7,0,10,31,neutral
12,7,late,6,10,42,10,52,5.4,11,3.7,4.0,5.1,1,44,1,6.2,10,9,42,neutral
12,8,late,0,9,14,9,34,7.7,14,6.2,4.3,9.1,1,40,2,6.4,20,9,14,happy
12,9,late,1,9,18,9,38,7.1,20,6.4,3.8,8.6,1,45,2,7.5,20,9,18,neutral
12,10,late,2,9,11,9,11,6.7,11,7.5,4.1,7.9,1,35,0,3.4,0,9,11,neutral
12,11,late,3,9,7,9,7,4.5,17,3.4,3.4,2.7,1,28,0,4.6,0,8,7,sad
12,12,late,4,9,4,9,4,7.2,9,4.6,5.0,5.5,1,16,0,3.7,0,8,4,neutral
12,13,late,5,10,34,10,54,6.4,8,3.7,4.0,5.5,1,42,2,3.2,20,11,34,sad
12,14,late,6,10,6,10,6,6.0,0,3.2,3.6,4.8,1,7,0,5.7,0,9,6,neutral
12,15,late,0,9,35,9,35,6.7,3,5.7,3.4,6.0,0,58,0,5.2,0,9,35,happy
12,16,late,1,9,2,9,2,5.1,0,5.2,3.9,6.1,0,52,0,6.9,0,8,2,neutral
12,17,late,2,9,38,9,48,6.2,8,6.9,3.5,8.7,1,12,1,4.2,10,9,38,happy
12,18,late,3,9,22,9,52,6.3,2,4.2,3.0,4.9,1,4,3,4.8,30,8,22,neutral
12,19,late,4,9,44,9,54,6.7,0,4.8,2.8,8.2,0,17,1,3.3,10,10,44,neutral
12,20,late,5,10,25,10,35,7.0,0,3.3,2.4,4.4,1,10,1,6.4,10,11,25,sad
12,21,late,6,10,37,10,37,7.0,4,6.4,3.4,5.4,0,51,0,5.1,0,10,37,neutral
12,22,late,0,9,21,9,41,7.4,9,5.1,3.0,5.8,1,51,2,6.1,20,10,21,sad
12,23,late,1,9,39,9,49,8.3,18,6.1,2.5,7.8,1,26,1,6.0,10,9,39,happy
12,24,late,2,9,15,9,25,8.3,25,6.0,2.2,7.8,0,50,1,6.9,10,9,15,neutral
12,25,late,3,9,18,9,18,5.3,17,6.9,2.1,5.4,1,25,0,6.9,0,9,18,neutral
12,26,late,4,9,3,9,3,6.6,13,6.9,1.8,7.5,1,53,0,4.2,0,9,3,sad
12,27,late,5,10,25,10,45,4.9,9,4.2,2.6,4.7,0,33,2,6.8,20,9,25,neutral
12,28,late,6,10,17,10,47,6.5,3,6.8,2.4,7.2,1,45,3,7.1,30,10,17,neutral
12,29,late,0,9,40,9,40,6.6,10,7.1,1.9,5.7,1,24,0,5.6,0,9,40,happy
13,1,early,0,6,22,6,22,8.5,31,5.8,6.0,8.3,1,30,0,4.7,0,6,22,neutral
13,2,early,1,6,55,6,55,7.3,23,4.7,5.4,6.6,0,39,0,4.3,0,5,55,neutral
13,3,early,2,6,4,6,14,7.3,24,4.3,5.6,5.0,1,55,1,4.4,10,7,4,neutral
13,4,early,3,6,42,6,42,7.8,28,4.4,5.6,3.9,1,6,0,3.0,0,5,42,neutral
13,5,early,4,6,28,6,28,6.4,28,3.0,4.5,4.8,0,1,0,5.0,0,5,28,sad
13,6,early,5,7,54,7,54,7.5,19,5.0,4.2,6.3,1,51,0,6.3,0,6,54,neutral
13,7,early,6,7,47,7,47,5.6,22,6.3,3.6,7.2,1,21,0,5.9,0,7,47,happy
13,8,early,0,6,11,6,11,7.9,27,5.9,3.2,9.0,1,37,0,6.4,0,6,11,sad
13,9,early,1,6,21,6,21,5.6,28,6.4,3.0,10.0,1,36,0,5.9,0,6,21,neutral
13,10,early,2,6,52,7,2,6.3,26,5.9,2.3,7.5,1,59,1,4.9,10,6,52,neutral
13,11,early,3,6,16,6,16,7.7,31,4.9,2.5,6.4,1,35,0,6.3,0,5,16,neutral
13,12,early,4,6,29,6,29,8.0,34,6.3,2.4,6.0,0,29,0,4.3,0,6,29,neutral
13,13,early,5,7,27,7,37,5.5,30,4.3,2.5,5.3,1,54,1,3.6,10,6,27,sad
13,14,early,6,7,11,7,11,6.8,30,3.6,2.6,5.6,0,5,0,4.3,0,8,11,sad
13,15,early,0,6,19,6,49,6.1,40,4.3,3.1,6.4,1,38,3,4.1,30,7,19,neutral
13,16,early,1,6,21,6,31,6.0,38,4.1,1.4,6.6,1,0,1,7.3,10,7,21,neutral
13,17,early,2,6,46,6,46,7.9,40,7.3,1.0,9.1,0,33,0,5.1,0,6,46,happy
13,18,early,3,6,32,7,2,5.3,48,5.1,1.2,7.7,0,4,3,7.2,30,5,32,neutral
13,19,early,4,6,51,7,1,5.3,49,7.2,1.1,7.3,1,52,1,6.9,10,6,51,neutral
13,20,early,5,7,17,7,17,6.6,48,6.9,0.5,8.4,0,1,0,6.5,0,7,17,happy
13,21,early,6,7,28,7,28,6.2,51,6.5,1.0,6.4,1,10,0,6.1,0,7,28,neutral
13,22,early,0,6,8,6,18,8.8,57,6.1,1.5,4.5,1,51,1,6.6,10,6,8,sad
13,23,early,1,6,32,6,42,5.9,58,6.6,1.4,8.2,1,2,1,8.5,10,6,32,neutral
13,24,early,2,6,26,6,26,6.7,66,8.5,1.0,8.4,0,52,0,6.2,0,6,26,happy
13,25,early,3,6,35,7,5,6.9,60,6.2,1.3,8.8,1,36,3,5.2,30,6,35,sad
13,26,early,4,6,53,6,53,8.0,52,5.2,0.4,7.5,0,7,0,7.0,0,7,53,neutral
13,27,early,5,7,51,8,1,5.1,47,7.0,0.4,8.0,1,13,1,6.5,10,7,51,neutral
13,28,early,6,7,13,7,13,4.2,41,6.5,0.6,6.9,0,55,0,6.4,0,7,13,happy
13,29,early,0,6,32,6,42,6.0,43,6.4,0.3,8.6,1,48,1,4.9,10,6,32,sad
14,1,late,0,9,10,9,20,7.5,68,6.6,5.0,8.7,0,24,1,7.1,10,9,10,happy
14,2,late,1,9,15,9,15,5.9,72,7.1,4.5,7.3,1,40,0,3.7,0,9,15,happy
14,3,late,2,9,14,9,34,4.9,80,3.7,4.9,6.6,1,34,2,4.1,20,10,14,neutral
14,4,late,3,9,56,9,56,6.0,81,4.1,4.5,7.1,0,34,0,4.0,0,8,56,neutral
14,5,late,4,9,6,9,6,5.9,88,4.0,4.4,6.3,0,11,0,6.6,0,8,6,happy
14,6,late,5,10,39,10,39,5.1,80,6.6,4.6,7.3,0,48,0,2.7,0,10,39,neutral
14,7,late,6,10,33,10,53,4.8,80,2.7,4.6,5.3,1,22,2,4.7,20,11,33,neutral
14,8,late,0,9,3,9,3,6.9,89,4.7,4.5,7.8,0,17,0,3.3,0,10,3,happy
14,9,late,1,9,53,10,3,6.1,90,3.3,4.9,5.7,1,26,1,5.1,10,10,53,neutral
14,10,late,2,9,47,9,47,4.2,90,5.1,5.1,6.7,0,38,0,4.0,0,9,47,sad
14,11,late,3,9,18,9,28,6.3,86,4.0,4.8,7.2,1,48,1,5.2,10,8,18,sad
14,12,late,4,9,12,9,12,5.5,86,5.2,5.0,7.1,0,19,0,5.0,0,9,12,neutral
14,13,late,5,10,43,10,53,7.0,80,5.0,4.6,8.0,1,14,1,3.6,10,10,43,sad
14,14,late,6,10,15,10,35,5.9,73,3.6,4.5,4.9,0,40,2,5.6,20,11,15,neutral
14,15,late,0,9,33,9,33,5.8,82,5.6,5.0,6.5,1,55,0,4.1,0,9,33,sad
14,16,late,1,9,19,9,19,6.0,84,4.1,5.7,4.9,0,19,0,4.9,0,10,19,sad
14,17,late,2,9,54,10,4,7.7,86,4.9,5.3,7.5,1,42,1,4.7,10,10,54,neutral
14,18,late,3,9,9,9,19,5.3,76,4.7,6.0,7.6,0,40,1,5.3,10,10,9,neutral
14,19,late,4,9,33,9,33,6.2,71,5.3,5.8,7.4,1,16,0,4.8,0,9,33,sad
14,20,late,5,10,7,10,7,6.7,69,4.8,6.0,9.6,1,37,0,6.0,0,9,7,neutral
14,21,late,6,10,40,11,0,4.5,77,6.0,5.6,8.8,1,13,2,3.9,20,10,40,neutral
14,22,late,0,9,21,9,21,5.0,68,3.9,5.5,6.3,1,3,0,5.8,0,8,21,neutral
14,23,late,1,9,57,10,27,6.6,69,5.8,6.2,7.8,1,34,3,5.3,30,9,57,neutral
14,24,late,2,9,15,9,25,4.3,77,5.3,5.8,9.4,1,0,1,3.2,10,9,15,sad
14,25,late,3,9,1,9,21,5.8,77,3.2,5.9,5.2,1,25,2,3.8,20,8,1,neutral
14,26,late,4,9,58,9,58,6.5,79,3.8,5.8,4.8,1,5,0,8.4,0,10,58,sad
14,27,late,5,10,28,10,28,5.4,82,8.4,5.8,5.3,1,41,0,7.0,0,10,28,neutral
14,28,late,6,10,46,10,46,5.9,74,7.0,5.6,6.8,1,19,0,6.4,0,10,46,happy
14,29,late,0,9,6,9,26,6.0,81,6.4,5.8,8.1,1,29,2,2.8,20,9,6,happy
15,1,early,0,5,30,5,30,6.7,86,2.2,5.7,6.0,1,53,0,4.5,0,6,30,sad
15,2,early,1,5,54,6,14,7.9,82,4.5,5.4,5.8,0,17,2,3.5,20,5,54,sad
15,3,early,2,5,7,5,7,8.3,87,3.5,5.9,6.5,1,47,0,3.6,0,5,7,sad
15,4,early,3,5,44,5,54,5.5,90,3.6,6.2,6.8,1,1,1,4.4,10,5,44,sad
15,5,early,4,5,22,5,32,7.3,89,4.4,5.4,6.3,0,10,1,2.6,10,5,22,happy
15,6,early,5,6,1,6,21,7.2,90,2.6,5.8,7.0,0,20,2,5.7,20,5,1,sad
15,7,early,6,6,23,6,23,7.3,84,5.7,6.6,8.4,0,58,0,1.6,0,6,23,sad
15,8,early,0,5,6,5,26,7.8,76,1.6,6.4,2.9,1,18,2,3.5,20,6,6,neutral
15,9,early,1,5,33,5,33,7.9,85,3.5,6.1,5.6,0,49,0,4.8,0,5,33,sad
15,10,early,2,5,59,5,59,6.7,90,4.8,6.9,6.1,1,16,0,3.0,0,5,59,happy
15,11,early,3,5,59,6,9,7.9,90,3.0,6.9,5.4,1,18,1,4.0,10,4,59,sad
15,12,early,4,5,53,6,3,6.7,90,4.0,7.4,5.4,0,9,1,5.9,10,5,53,neutral
15,13,early,5,6,52,6,52,6.4,87,5.9,6.7,7.4,1,27,0,6.0,0,6,52,neutral
15,14,early,6,6,55,7,5,7.2,90,6.0,7.1,5.0,1,25,1,5.3,10,6,55,neutral
15,15,early,0,5,55,5,55,5.2,90,5.3,7.4,6.8,1,22,0,2.7,0,5,55,neutral
15,16,early,1,5,41,5,41,7.2,90,2.7,8.0,5.9,1,47,0,3.3,0,6,41,sad
15,17,early,2,5,17,5,17,7.4,90,3.3,8.2,6.2,1,40,0,3.2,0,4,17,sad
15,18,early,3,5,55,5,55,7.6,90,3.2,8.4,7.8,1,58,0,3.7,0,4,55,sad
15,19,early,4,5,30,5,30,6.6,90,3.7,9.0,6.6,1,20,0,2.4,0,5,30,neutral
15,20,early,5,6,16,6,36,5.7,86,2.4,9.1,6.4,0,59,2,1.3,20,7,16,sad
15,21,early,6,6,30,6,30,8.2,90,1.3,8.9,5.1,1,15,0,2.7,0,7,30,sad
15,22,early,0,5,44,5,44,7.2,90,2.7,9.4,6.1,1,36,0,4.2,0,4,44,sad
15,23,early,1,5,1,5,1,6.3,90,4.2,9.8,6.2,1,26,0,1.6,0,5,1,neutral
15,24,early,2,5,55,5,55,6.2,90,1.6,10.0,3.4,1,22,0,2.9,0,4,55,neutral
15,25,early,3,5,17,5,17,7.1,90,2.9,9.4,7.0,0,53,0,2.9,0,6,17,neutral
15,26,early,4,5,5,5,5,6.7,83,2.9,9.3,8.2,1,8,0,3.0,0,4,5,sad
15,27,early,5,6,54,6,54,8.3,75,3.0,9.3,6.5,1,17,0,3.3,0,7,54,sad
15,28,early,6,6,5,6,5,7.2,68,3.3,10.0,4.1,0,35,0,1.0,0,7,5,neutral
15,29,early,0,5,11,5,31,7.6,64,1.0,9.6,5.6,1,3,2,2.0,20,4,11,neutral
16,1,standard,0,6,44,6,44,8.6,80,4.2,4.4,7.5,0,56,0,5.3,0,7,44,neutral
16,2,standard,1,6,37,6,47,7.9,73,5.3,4.7,8.9,1,54,1,2.7,10,5,37,sad
16,3,standard,2,6,46,7,16,7.8,76,2.7,3.9,3.8,1,23,3,6.0,30,5,46,sad
16,4,standard,3,6,49,6,49,7.1,81,6.0,3.6,6.7,1,37,0,2.1,0,6,49,neutral
16,5,standard,4,6,57,6,57,8.2,90,2.1,4.2,3.7,1,18,0,4.7,0,7,57,sad
16,6,standard,5,7,17,7,17,6.6,90,4.7,3.7,5.2,0,10,0,4.4,0,6,17,sad
16,7,standard,6,7,9,7,19,5.3,88,4.4,3.9,6.4,1,37,1,6.0,10,6,9,happy
16,8,standard,0,6,52,7,12,8.5,90,6.0,3.3,6.8,0,25,2,5.2,20,6,52,neutral
16,9,standard,1,6,21,6,21,8.6,80,5.2,2.8,6.6,1,34,0,4.6,0,5,21,happy
16,10,standard,2,6,4,6,14,6.2,77,4.6,3.2,5.7,0,53,1,5.0,10,5,4,neutral
16,11,standard,3,6,11,6,31,7.9,80,5.0,2.7,4.8,0,43,2,5.2,20,7,11,neutral
16,12,standard,4,6,19,6,19,6.5,81,5.2,2.7,6.2,1,47,0,5.9,0,5,19,neutral
16,13,standard,5,7,53,7,53,7.3,83,5.9,3.2,8.7,1,59,0,6.7,0,7,53,happy
16,14,standard,6,7,30,7,50,7.2,74,6.7,3.8,9.1,0,10,2,5.6,20,7,30,neutral
16,15,standard,0,6,14,6,14,7.9,70,5.6,3.8,6.9,1,35,0,3.1,0,6,14,neutral
16,16,standard,1,6,49,6,59,6.4,80,3.1,2.9,6.7,1,36,1,6.0,10,5,49,sad
16,17,standard,2,6,16,6,16,8.5,70,6.0,2.7,7.0,0,55,0,6.7,0,6,16,happy
16,18,standard,3,6,11,6,21,8.7,77,6.7,2.3,10.0,1,19,1,8.6,10,6,11,neutral
16,19,standard,4,6,55,7,5,8.5,86,8.6,1.8,8.8,1,40,1,8.5,10,6,55,happy
16,20,standard,5,7,32,7,32,7.9,79,8.5,1.3,7.2,1,30,0,6.0,0,7,32,happy
16,21,standard,6,7,30,7,40,6.7,77,6.0,1.3,5.9,0,46,1,6.9,10,7,30,neutral
16,22,standard,0,6,24,6,24,7.3,76,6.9,2.1,6.9,1,33,0,3.7,0,6,24,happy
16,23,standard,1,6,47,6,47,7.1,70,3.7,1.8,7.5,1,3,0,6.2,0,5,47,neutral
16,24,standard,2,6,15,6,35,6.2,80,6.2,1.7,6.8,0,52,2,5.6,20,6,15,neutral
16,25,standard,3,6,36,6,36,8.2,83,5.6,1.9,6.3,1,16,0,4.8,0,6,36,happy
16,26,standard,4,6,36,6,36,8.4,76,4.8,2.2,4.2,0,9,0,5.9,0,5,36,neutral
16,27,standard,5,7,12,7,12,8.0,78,5.9,3.0,8.0,0,14,0,5.0,0,7,12,neutral
16,28,standard,6,7,8,7,18,6.9,78,5.0,3.3,8.1,1,41,1,4.8,10,8,8,neutral
16,29,standard,0,6,26,6,26,8.7,80,4.8,3.8,6.9,0,38,0,7.5,0,7,26,happy
17,1,standard,0,6,22,6,32,9.3,23,4.4,3.6,4.8,0,47,1,2.6,10,7,22,sad
17,2,standard,1,6,10,6,30,6.9,22,2.6,4.4,4.3,0,41,2,4.7,20,5,10,neutral
17,3,standard,2,6,33,6,33,7.6,19,4.7,4.0,5.6,1,58,0,5.3,0,7,33,neutral
17,4,standard,3,6,49,6,59,7.7,9,5.3,3.0,7.0,1,35,1,5.9,10,6,49,happy
17,5,standard,4,6,3,6,13,7.0,12,5.9,3.4,7.2,0,38,1,1.6,10,6,3,sad
17,6,standard,5,7,12,7,22,8.8,15,1.6,2.9,4.3,1,44,1,4.7,10,8,12,sad
17,7,standard,6,7,57,7,57,6.8,9,4.7,2.7,4.5,1,22,0,7.1,0,6,57,sad
17,8,standard,0,6,28,6,58,7.9,0,7.1,2.1,10.0,1,3,3,6.7,30,6,28,happy
17,9,standard,1,6,30,6,30,7.7,2,6.7,1.8,9.1,1,23,0,6.3,0,6,30,sad
17,10,standard,2,6,22,6,32,7.6,0,6.3,2.2,7.4,0,44,1,5.1,10,6,22,neutral
17,11,standard,3,6,17,6,17,8.1,0,5.1,2.7,5.6,1,56,0,4.4,0,6,17,happy
17,12,standard,4,6,9,6,19,6.0,9,4.4,3.0,6.2,1,32,1,6.7,10,5,9,happy
17,13,standard,5,7,54,7,54,7.1,1,6.7,2.3,10.0,1,52,0,6.0,0,7,54,neutral
17,14,standard,6,7,35,7,55,8.1,0,6.0,3.2,6.3,0,50,2,4.0,20,7,35,sad
17,15,standard,0,6,36,6,36,7.6,4,4.0,3.9,6.9,0,56,0,3.5,0,7,36,neutral
17,16,standard,1,6,33,6,33,7.7,0,3.5,4.7,5.3,1,23,0,6.3,0,7,33,sad
17,17,standard,2,6,42,6,42,6.3,0,6.3,4.5,10.0,1,9,0,4.2,0,6,42,sad
17,18,standard,3,6,47,6,47,8.0,0,4.2,4.6,6.3,1,21,0,6.2,0,5,47,neutral
17,19,standard,4,6,36,6,36,8.1,8,6.2,4.7,8.3,0,20,0,6.5,0,6,36,neutral
17,20,standard,5,7,11,7,31,6.7,15,6.5,4.9,9.0,1,0,2,4.9,20,7,11,happy
17,21,standard,6,7,46,7,56,8.0,24,4.9,5.0,7.2,1,27,1,6.0,10,7,46,happy
17,22,standard,0,6,19,6,29,6.6,25,6.0,4.4,8.2,1,16,1,2.7,10,6,19,sad
17,23,standard,1,6,14,6,14,6.7,31,2.7,4.8,5.7,0,18,0,3.4,0,5,14,neutral
17,24,standard,2,6,50,7,10,6.4,25,3.4,5.0,6.4,1,53,2,4.0,20,5,50,neutral
17,25,standard,3,6,8,6,28,6.1,18,4.0,5.2,6.6,0,29,2,2.8,20,7,8,sad
17,26,standard,4,6,43,6,43,7.3,19,2.8,4.8,5.6,1,31,0,3.1,0,5,43,sad
17,27,standard,5,7,24,7,34,8.8,22,3.1,5.3,5.7,0,18,1,6.1,10,8,24,sad
17,28,standard,6,7,31,7,41,7.7,27,6.1,5.3,6.2,0,5,1,4.8,10,7,31,happy
17,29,standard,0,6,6,6,26,7.0,20,4.8,5.2,5.3,0,31,2,4.0,20,6,6,neutral
18,1,late,0,9,55,10,5,7.0,71,5.4,6.5,8.9,1,10,1,4.0,10,9,55,neutral
18,2,late,1,9,11,9,21,6.5,78,4.0,6.8,8.4,0,38,1,3.9,10,10,11,happy
18,3,late,2,9,30,9,50,8.3,82,3.9,6.7,6.7,0,23,2,5.8,20,8,30,neutral
18,4,late,3,9,50,10,0,6.1,79,5.8,6.2,6.2,0,54,1,5.4,10,9,50,neutral
18,5,late,4,9,37,9,37,7.6,82,5.4,6.4,5.8,0,41,0,3.0,0,9,37,neutral
18,6,late,5,10,59,10,59,4.5,88,3.0,5.8,6.3,1,22,0,3.4,0,11,59,sad
18,7,late,6,10,36,10,36,7.8,82,3.4,5.5,7.5,1,17,0,3.9,0,11,36,sad
18,8,late,0,9,16,9,16,4.9,85,3.9,6.1,6.0,1,56,0,2.8,0,10,16,sad
18,9,late,1,9,42,9,42,7.7,81,2.8,6.0,5.4,1,6,0,2.4,0,10,42,sad
18,10,late,2,9,6,9,16,7.6,75,2.4,6.0,4.5,1,0,1,6.1,10,8,6,sad
18,11,late,3,9,41,9,41,8.2,70,6.1,6.0,6.9,1,7,0,6.5,0,9,41,neutral
18,12,late,4,9,22,9,22,6.0,72,6.5,6.0,7.4,1,16,0,1.9,0,9,22,sad
18,13,late,5,10,25,10,25,7.5,82,1.9,6.5,4.2,0,8,0,3.9,0,11,25,neutral
18,14,late,6,10,42,10,52,7.5,78,3.9,7.1,7.3,0,16,1,4.3,10,9,42,sad
18,15,late,0,9,28,9,38,6.2,88,4.3,7.0,8.2,1,34,1,6.1,10,9,28,neutral
18,16,late,1,9,2,9,2,6.2,89,6.1,7.4,7.7,1,13,0,4.5,0,9,2,neutral
